lakeid,lakename,year4,daynum,sampledate,standard_taxon_code,group_code,taxon_name,number_per_net,mean_length,mean_individ_biomass,net_efficiency_measured,net_efficiency_mean,abundance_raw,abundance,biomass
R,Peter Lake,1984,177,6/25/84,MESO,CCOP,Mesocyclops edax,6,1.39,19.431,NA,0.231808059,84.88263632,366.1763816,0.007115173
R,Peter Lake,1984,177,6/25/84,NAUP,OCOP,Nauplii,1069,0.23,1.008,NA,0.143749886,15123.25637,105205.3453,0.106046988
R,Peter Lake,1984,177,6/25/84,ORTH,OCOP,Orthocyclops modestus,60,0.91,6.153,NA,0.239530296,848.8263632,3543.711913,0.021804459
R,Peter Lake,1984,177,6/25/84,PVULG,ROT,Polyarthra vulgaris,2772,0.12,0.048,NA,0.177230056,39215.77798,221270.4707,0.010620983
R,Peter Lake,1984,177,6/25/84,FDIAPT,OCOP,Skistodiaptomus sp.,20,1.1,4.301,NA,0.168478539,282.9421211,1679.39562,0.007223081
R,Peter Lake,1984,177,6/25/84,SYNCH,ROT,Synchaeta sp.,178,0.2,0.096,NA,0.177230056,2518.184877,14208.56558,0.001364022
T,Tuesday Lake,1984,178,6/26/84,AEUC,ROT,Ascomorpha ecaudis,178,0.14,0.033,NA,0.088,2518.184877,28615.73724,0.000944319
T,Tuesday Lake,1984,178,6/26/84,BOS,CLAD,Bosmina longirostris,99,0.22,0.327,NA,0.082763797,1400.563499,16922.41724,0.00553363
T,Tuesday Lake,1984,178,6/26/84,COPD,OCOP,Copepodite,1188,0.41,0.804,NA,0.259137024,16806.76199,64856.66046,0.052144755
T,Tuesday Lake,1984,178,6/26/84,DPUL,CLAD,Daphnia pulex,20,1.11,9.285,NA,0.132,282.9421211,2143.500917,0.019902406
T,Tuesday Lake,1984,178,6/26/84,DIAPH,CLAD,Diaphanosoma birgei,20,0.42,0.361,NA,0.098631987,282.9421211,2868.664908,0.001035588
T,Tuesday Lake,1984,178,6/26/84,MSBR,ROT,Gastropus hyptopus,2891,0.11,0.027,NA,0.202,40899.2836,202471.701,0.005466736
T,Tuesday Lake,1984,178,6/26/84,GSTYL,ROT,Gastropus stylifer,178,0.11,0.027,NA,0.202,2518.184877,12466.26177,0.000336589
T,Tuesday Lake,1984,178,6/26/84,KBOST,ROT,Kellicotia bostoniensis,218,0.14,0.008,NA,0.103333333,3084.069119,29845.83019,0.000238767
T,Tuesday Lake,1984,178,6/26/84,KCOCH,ROT,Keratella cochlearis,1643,0.1,0.002,NA,0.157,23243.69524,148049.0143,0.000296098
T,Tuesday Lake,1984,178,6/26/84,KTEST,ROT,Keratella testudo,20,0.09,0.001,NA,0.1325,282.9421211,2135.412234,2.14E-06
T,Tuesday Lake,1984,178,6/26/84,FDIAPT,OCOP,Leptodiaptomus sp.,59,0.64,1.262,NA,0.110109899,834.6792571,7580.419821,0.00956649
T,Tuesday Lake,1984,178,6/26/84,NAUP,OCOP,Nauplii,1267,0.17,0.875,NA,0.119847113,17924.38337,149560.4098,0.130865359
T,Tuesday Lake,1984,178,6/26/84,ORTH,OCOP,Orthocyclops modestus,59,0.83,4.865,NA,0.162086916,834.6792571,5149.578257,0.025052698
T,Tuesday Lake,1984,178,6/26/84,GPLOES,ROT,Ploesoma sp.,416,0.11,0.02,NA,0.2115,5885.196118,27825.98637,0.00055652
T,Tuesday Lake,1984,178,6/26/84,PVULG,ROT,Polyarthra vulgaris,3485,0.14,0.077,NA,0.3135,49302.66459,157265.2778,0.012109426
T,Tuesday Lake,1984,178,6/26/84,MSBR,ROT,single Conochilus sp.,40,0.09,0.008,NA,0.1621,565.8842421,3490.957693,2.79E-05
T,Tuesday Lake,1984,178,6/26/84,TCYL,ROT,Trichocerca cylindrica,356,0.28,0.071,NA,0.059666667,5036.369755,84408.43164,0.005992999
T,Tuesday Lake,1984,178,6/26/84,TMULT,ROT,Trichocerca multicrinis,277,0.15,0.05,NA,0.059666667,3918.748377,65677.34709,0.003283867
T,Tuesday Lake,1984,178,6/26/84,TROP,OCOP,Tropocyclops prasinus mexicanus,178,0.5,1.334,NA,0.162086916,2518.184877,15536.01576,0.020725045
L,Paul Lake,1984,183,7/1/84,ASPLG,PROT,Asplanchna sp.,911,0.62,5.482,NA,0.136313053,12888.01361,94547.17152,0.518307594
L,Paul Lake,1984,183,7/1/84,CCOL,ROT,colonial Conochilus sp.,474,0.18,2.91,NA,0.2166,6705.728269,30959.04095,0.090090809
L,Paul Lake,1984,183,7/1/84,COPD,OCOP,Copepodite,1683,0.46,1.078,NA,0.195779392,23809.57949,121614.3298,0.131100247
L,Paul Lake,1984,183,7/1/84,DPUL,CLAD,Daphnia pulex,198,1.46,19.567,NA,0.143798337,2801.126998,19479.55078,0.38115637
L,Paul Lake,1984,183,7/1/84,EPSH,CCOP,Epischura lacustris,10,1.72,11.83,0.137,0.255047885,141.4710605,554.6843116,0.006561915
L,Paul Lake,1984,183,7/1/84,FIL,ROT,Filinia longispina,4791,0.14,0.036,NA,0.143798337,67778.7851,471346.1,0.01696846
L,Paul Lake,1984,183,7/1/84,MSBR,ROT,Gastropus hyptopus,5782,0.13,0.044,NA,0.143798337,81798.5672,568842.2355,0.025029058
L,Paul Lake,1984,183,7/1/84,GSTYL,ROT,Gastropus stylifer,20,0.11,0.027,NA,0.143798337,282.9421211,1967.631392,5.31E-05
L,Paul Lake,1984,183,7/1/84,HGIB,CLAD,Holopedium gibberum,634,0.97,9.249,NA,0.181128487,8969.265237,49518.79943,0.457999376
L,Paul Lake,1984,183,7/1/84,KBOST,ROT,Kellicotia bostoniensis,59,0.13,0.007,NA,0.143798337,834.6792571,5804.512607,4.06E-05
L,Paul Lake,1984,183,7/1/84,KCOCH,ROT,Keratella cochlearis,633,0.11,0.003,NA,0.143798337,8955.118131,62275.53357,0.000186827
L,Paul Lake,1984,183,7/1/84,KTEST,ROT,Keratella testudo,910,0.11,0.003,NA,0.143798337,12873.86651,89527.22835,0.000268582
L,Paul Lake,1984,183,7/1/84,MESO,CCOP,Mesocyclops edax,4,1.4,19.992,NA,0.169252581,56.58842421,334.3430497,0.006684186
L,Paul Lake,1984,183,7/1/84,NAUP,OCOP,Nauplii,3385,0.2,0.944,NA,0.184969965,47887.95399,258895.837,0.24439767
L,Paul Lake,1984,183,7/1/84,ORTH,OCOP,Orthocyclops modestus,118,0.86,5.326,NA,0.19556779,1669.358514,8535.958391,0.045462514
L,Paul Lake,1984,183,7/1/84,PVULG,ROT,Polyarthra vulgaris,455,0.12,0.048,NA,0.143798337,6436.933254,44763.61417,0.002148653
L,Paul Lake,1984,183,7/1/84,TCYL,ROT,Trichocerca cylindrica,613,0.35,0.116,NA,0.143798337,8672.17601,60307.90217,0.006995717
R,Peter Lake,1984,184,7/2/84,AEUC,ROT,Ascomorpha ecaudis,86,0.15,0.041,NA,0.177230056,1216.651121,6864.812584,0.000281457
R,Peter Lake,1984,184,7/2/84,CCOL,ROT,colonial Conochilus sp.,138,0.15,1.84,NA,0.142,1952.300635,13748.59602,0.025297417
R,Peter Lake,1984,184,7/2/84,COPD,OCOP,Copepodite,1940,0.51,1.403,NA,0.172107014,27445.38574,159466.9797,0.223732172
R,Peter Lake,1984,184,7/2/84,DT-CYV,OCOP,Cyclops varicans rubellus,310,0.73,3.505,NA,0.239530296,4385.602876,18309.17822,0.06417367
R,Peter Lake,1984,184,7/2/84,DPUL,CLAD,Daphnia pulex,113,0.95,6.08,NA,0.177230056,1598.622984,9020.044441,0.05484187
R,Peter Lake,1984,184,7/2/84,FDIAPT,OCOP,Diaptomus oregonensis,1096,0.8,2.092,NA,0.168478539,15505.22823,92030.87996,0.192528601
R,Peter Lake,1984,184,7/2/84,EPSH,CCOP,Epischura lacustris,1,1.81,13.277,NA,0.092263018,14.14710605,153.3345251,0.002035822
R,Peter Lake,1984,184,7/2/84,FIL,ROT,Filinia longispina,1116,0.16,0.053,NA,0.177230056,15788.17035,89082.91678,0.004721395
R,Peter Lake,1984,184,7/2/84,GSTYL,ROT,Gastropus stylifer,2185,0.11,0.027,NA,0.177230056,30911.42672,174414.1337,0.004709182
R,Peter Lake,1984,184,7/2/84,HGIB,CLAD,Holopedium gibberum,245,1.16,13.466,NA,0.157585475,3466.040983,21994.67289,0.296180265
R,Peter Lake,1984,184,7/2/84,KBOST,ROT,Kellicotia bostoniensis,1525,0.14,0.008,NA,0.177230056,21574.33673,121730.6883,0.000973846
R,Peter Lake,1984,184,7/2/84,KCOCH,ROT,Keratella cochlearis,1584,0.12,0.003,NA,0.177230056,22409.01599,126440.269,0.000379321
R,Peter Lake,1984,184,7/2/84,MESO,CCOP,Mesocyclops edax,3,1.43,21.746,NA,0.231808059,42.44131816,183.0881908,0.003981436
R,Peter Lake,1984,184,7/2/84,NAUP,OCOP,Nauplii,1102,0.23,1.008,NA,0.143749886,15590.11087,108453.0314,0.109320656
R,Peter Lake,1984,184,7/2/84,ORTH,OCOP,Orthocyclops modestus,40,0.89,5.814,NA,0.239530296,565.8842421,2362.474609,0.013735427
R,Peter Lake,1984,184,7/2/84,PVULG,ROT,Polyarthra vulgaris,4138,0.12,0.048,NA,0.177230056,58540.72485,330309.238,0.015854843
R,Peter Lake,1984,184,7/2/84,FDIAPT,OCOP,Skistodiaptomus sp.,18,1.11,4.39,NA,0.168478539,254.6479089,1511.456058,0.006635292
R,Peter Lake,1984,184,7/2/84,SYNCH,ROT,Synchaeta sp.,40,0.2,0.096,NA,0.177230056,565.8842421,3192.936085,0.000306522
T,Tuesday Lake,1984,185,7/3/84,BOS,CLAD,Bosmina longirostris,614,0.22,0.327,NA,0.082763797,8686.323116,104953.1736,0.034319688
T,Tuesday Lake,1984,185,7/3/84,COPD,OCOP,Copepodite,2673,0.41,0.804,NA,0.259137024,37815.21448,145927.486,0.117325699
T,Tuesday Lake,1984,185,7/3/84,DPUL,CLAD,Daphnia pulex,5,1.2,11.478,NA,0.132,70.73553026,535.8752293,0.006150776
T,Tuesday Lake,1984,185,7/3/84,DIAPH,CLAD,Diaphanosoma birgei,376,0.35,0.207,NA,0.098631987,5319.311876,53930.90027,0.011163696
T,Tuesday Lake,1984,185,7/3/84,MSBR,ROT,Gastropus hyptopus,1465,0.11,0.027,NA,0.202,20725.51037,102601.5365,0.002770241
T,Tuesday Lake,1984,185,7/3/84,GSTYL,ROT,Gastropus stylifer,198,0.11,0.027,NA,0.202,2801.126998,13866.96534,0.000374408
T,Tuesday Lake,1984,185,7/3/84,HGIB,CLAD,Holopedium gibberum,3,1.27,16.288,NA,0.107,42.44131816,396.6478333,0.0064606
T,Tuesday Lake,1984,185,7/3/84,KBOST,ROT,Kellicotia bostoniensis,158,0.14,0.008,NA,0.103333333,2235.242756,21631.38151,0.000173051
T,Tuesday Lake,1984,185,7/3/84,KCOCH,ROT,Keratella cochlearis,1228,0.1,0.002,NA,0.157,17372.64623,110653.7977,0.000221308
T,Tuesday Lake,1984,185,7/3/84,KTEST,ROT,Keratella testudo,20,0.09,0.001,NA,0.1325,282.9421211,2135.412234,2.14E-06
T,Tuesday Lake,1984,185,7/3/84,FDIAPT,OCOP,Leptodiaptomus sp.,14,0.78,1.975,NA,0.110109899,198.0594847,1798.743686,0.003552519
T,Tuesday Lake,1984,185,7/3/84,NAUP,OCOP,Nauplii,2356,0.18,0.899,NA,0.119847113,33330.58186,278109.1756,0.250020149
T,Tuesday Lake,1984,185,7/3/84,ORTH,OCOP,Orthocyclops modestus,59,0.84,5.016,NA,0.162086916,834.6792571,5149.578257,0.025830285
T,Tuesday Lake,1984,185,7/3/84,GPLOES,ROT,Ploesoma sp.,574,0.12,0.026,NA,0.2115,8120.438874,38394.51004,0.000998257
T,Tuesday Lake,1984,185,7/3/84,PVULG,ROT,Polyarthra vulgaris,4000,0.12,0.048,NA,0.3135,56588.42421,180505.3404,0.008664256
T,Tuesday Lake,1984,185,7/3/84,MSBR,ROT,single Conochilus sp.,59,0.1,0.009,NA,0.1621,834.6792571,5149.162598,4.63E-05
T,Tuesday Lake,1984,185,7/3/84,TCYL,ROT,Trichocerca cylindrica,1168,0.28,0.093,NA,0.059666667,16523.81987,276935.5285,0.025755004
T,Tuesday Lake,1984,185,7/3/84,TMULT,ROT,Trichocerca multicrinis,317,0.15,0.05,NA,0.059666667,4484.632619,75161.44054,0.003758072
T,Tuesday Lake,1984,185,7/3/84,TROP,OCOP,Tropocyclops prasinus mexicanus,337,0.51,1.403,NA,0.162086916,4767.57474,29413.69276,0.041267411
L,Paul Lake,1984,190,7/8/84,AEUC,ROT,Ascomorpha ecaudis,46,0.15,0.041,NA,0.143798337,650.7668784,4525.552202,0.000185548
L,Paul Lake,1984,190,7/8/84,ASPLG,PROT,Asplanchna sp.,287,0.62,5.482,NA,0.136313053,4060.219437,29785.99147,0.163286805
L,Paul Lake,1984,190,7/8/84,CCOL,ROT,colonial Conochilus sp.,295,0.17,2.13,NA,0.2166,4173.396286,19267.75755,0.041040324
L,Paul Lake,1984,190,7/8/84,COPD,OCOP,Copepodite,317,0.46,1.078,NA,0.195779392,4484.632619,22906.56122,0.024693273
L,Paul Lake,1984,190,7/8/84,DPUL,CLAD,Daphnia pulex,379,0.82,4.074,NA,0.143798337,5361.753194,37286.61488,0.151905669
L,Paul Lake,1984,190,7/8/84,EPSH,CCOP,Epischura lacustris,5,1.83,13.611,0.137,0.255047885,70.73553026,277.3421558,0.003774904
L,Paul Lake,1984,190,7/8/84,FIL,ROT,Filinia longispina,686,0.14,0.036,NA,0.143798337,9704.914752,67489.75675,0.002429631
L,Paul Lake,1984,190,7/8/84,MSBR,ROT,Gastropus hyptopus,1300,0.13,0.044,NA,0.143798337,18391.23787,127896.0405,0.005627426
L,Paul Lake,1984,190,7/8/84,GSTYL,ROT,Gastropus stylifer,33,0.11,0.027,NA,0.143798337,466.8544997,3246.591797,8.77E-05
L,Paul Lake,1984,190,7/8/84,HGIB,CLAD,Holopedium gibberum,488,0.87,7.36,NA,0.181128487,6903.787754,38115.4166,0.280529466
L,Paul Lake,1984,190,7/8/84,KBOST,ROT,Kellicotia bostoniensis,46,0.16,0.012,NA,0.143798337,650.7668784,4525.552202,5.43E-05
L,Paul Lake,1984,190,7/8/84,KCOCH,ROT,Keratella cochlearis,838,0.11,0.003,NA,0.143798337,11855.27487,82443.75534,0.000247331
L,Paul Lake,1984,190,7/8/84,KTEST,ROT,Keratella testudo,162,0.11,0.003,NA,0.143798337,2291.831181,15937.81428,4.78E-05
L,Paul Lake,1984,190,7/8/84,MESO,CCOP,Mesocyclops edax,43,1.33,16.31,NA,0.169252581,608.3255603,3594.187784,0.058621203
L,Paul Lake,1984,190,7/8/84,NAUP,OCOP,Nauplii,1290,0.2,0.944,NA,0.184969965,18249.76681,98663.40613,0.093138255
L,Paul Lake,1984,190,7/8/84,ORTH,OCOP,Orthocyclops modestus,379,0.76,3.885,NA,0.19556779,5361.753194,27416.34093,0.106512485
L,Paul Lake,1984,190,7/8/84,PVULG,ROT,Polyarthra vulgaris,581,0.12,0.048,NA,0.143798337,8219.468617,57159.69195,0.002743665
L,Paul Lake,1984,190,7/8/84,TCYL,ROT,Trichocerca cylindrica,746,0.37,0.123,NA,0.143798337,10553.74112,73392.65093,0.009027296
R,Peter Lake,1984,191,7/9/84,AEUC,ROT,Ascomorpha ecaudis,53,0.15,0.041,NA,0.177230056,749.7966208,4230.640313,0.000173456
R,Peter Lake,1984,191,7/9/84,ASPLG,PROT,Asplanchna sp.,13,0.38,1.262,NA,0.125464151,183.9123787,1465.856001,0.00184991
R,Peter Lake,1984,191,7/9/84,CCOL,ROT,colonial Conochilus sp.,32,0.17,2.13,NA,0.142,452.7073937,3188.080237,0.006790611
R,Peter Lake,1984,191,7/9/84,COPD,OCOP,Copepodite,911,0.51,1.403,NA,0.172107014,12888.01361,74883.72087,0.10506186
R,Peter Lake,1984,191,7/9/84,DT-CYV,OCOP,Cyclops varicans rubellus,211,0.83,4.865,NA,0.239530296,2985.039377,12462.05356,0.060627891
R,Peter Lake,1984,191,7/9/84,DPUL,CLAD,Daphnia pulex,158,1.24,12.549,NA,0.177230056,2235.242756,12612.09754,0.158269212
R,Peter Lake,1984,191,7/9/84,FDIAPT,OCOP,Diaptomus oregonensis,832,0.83,2.274,NA,0.168478539,11770.39224,69862.85778,0.158868139
R,Peter Lake,1984,191,7/9/84,EPSH,CCOP,Epischura lacustris,1,1.81,13.277,NA,0.092263018,14.14710605,153.3345251,0.002035822
R,Peter Lake,1984,191,7/9/84,FIL,ROT,Filinia longispina,1069,0.16,0.053,NA,0.177230056,15123.25637,85331.21688,0.004522554
R,Peter Lake,1984,191,7/9/84,GSTYL,ROT,Gastropus stylifer,1359,0.11,0.027,NA,0.177230056,19225.91713,108480.0035,0.00292896
R,Peter Lake,1984,191,7/9/84,HGIB,CLAD,Holopedium gibberum,264,1.3,17.106,NA,0.157585475,3734.835998,23700.38221,0.405418738
R,Peter Lake,1984,191,7/9/84,KBOST,ROT,Kellicotia bostoniensis,739,0.14,0.008,NA,0.177230056,10454.71137,58989.49418,0.000471916
R,Peter Lake,1984,191,7/9/84,KCOCH,ROT,Keratella cochlearis,713,0.1,0.002,NA,0.177230056,10086.88662,56914.08572,0.000113828
R,Peter Lake,1984,191,7/9/84,KTEST,ROT,Keratella testudo,105,0.12,0.003,NA,0.177230056,1485.446136,8381.457224,2.51E-05
R,Peter Lake,1984,191,7/9/84,NAUP,OCOP,Nauplii,726,0.23,1.008,NA,0.143749886,10270.79899,71449.09326,0.072020686
R,Peter Lake,1984,191,7/9/84,ORTH,OCOP,Orthocyclops modestus,66,0.78,4.151,NA,0.239530296,933.7089995,3898.083105,0.016180943
R,Peter Lake,1984,191,7/9/84,PVULG,ROT,Polyarthra vulgaris,2376,0.12,0.048,NA,0.177230056,33613.52398,189660.4035,0.009103699
R,Peter Lake,1984,191,7/9/84,SYNCH,ROT,Synchaeta sp.,172,0.2,0.096,NA,0.177230056,2433.302241,13729.62517,0.001318044
T,Tuesday Lake,1984,192,7/10/84,AEUC,ROT,Ascomorpha ecaudis,59,0.09,0.009,NA,0.088,834.6792571,9484.991558,8.54E-05
T,Tuesday Lake,1984,192,7/10/84,BOS,CLAD,Bosmina longirostris,950,0.23,0.366,NA,0.082763797,13439.75075,162386.8321,0.059433581
T,Tuesday Lake,1984,192,7/10/84,COPD,OCOP,Copepodite,2693,0.39,0.707,NA,0.259137024,38098.1566,147019.349,0.10394268
T,Tuesday Lake,1984,192,7/10/84,DT-CYV,OCOP,Cyclops varicans rubellus,119,0.78,4.151,NA,0.162086916,1683.50562,10386.4375,0.043114102
T,Tuesday Lake,1984,192,7/10/84,DIAPH,CLAD,Diaphanosoma birgei,158,0.62,1.183,NA,0.098631987,2235.242756,22662.45277,0.026809682
T,Tuesday Lake,1984,192,7/10/84,MSBR,ROT,Gastropus hyptopus,891,0.11,0.027,NA,0.202,12605.07149,62401.34402,0.001684836
T,Tuesday Lake,1984,192,7/10/84,GSTYL,ROT,Gastropus stylifer,594,0.11,0.027,NA,0.202,8403.380995,41600.89602,0.001123224
T,Tuesday Lake,1984,192,7/10/84,KBOST,ROT,Kellicotia bostoniensis,535,0.12,0.005,NA,0.103333333,7568.701738,73245.50069,0.000366228
T,Tuesday Lake,1984,192,7/10/84,KCOCH,ROT,Keratella cochlearis,1861,0.1,0.002,NA,0.157,26327.76436,167692.7666,0.000335386
T,Tuesday Lake,1984,192,7/10/84,NAUP,OCOP,Nauplii,2039,0.13,0.772,NA,0.119847113,28845.94924,240689.5624,0.185812342
T,Tuesday Lake,1984,192,7/10/84,ORTH,OCOP,Orthocyclops modestus,158,0.7,3.149,NA,0.162086916,2235.242756,13790.39601,0.043425957
T,Tuesday Lake,1984,192,7/10/84,GPLOES,ROT,Ploesoma sp.,713,0.12,0.026,NA,0.2115,10086.88662,47692.1353,0.001239996
T,Tuesday Lake,1984,192,7/10/84,PVULG,ROT,Polyarthra vulgaris,3604,0.16,0.115,NA,0.3135,50986.17021,162635.3117,0.018703061
T,Tuesday Lake,1984,192,7/10/84,MSBR,ROT,single Conochilus sp.,178,0.12,0.005,NA,0.1621,2518.184877,15534.76174,7.77E-05
T,Tuesday Lake,1984,192,7/10/84,TCYL,ROT,Trichocerca cylindrica,1742,0.28,0.093,NA,0.059666667,24644.25874,413032.2694,0.038412001
T,Tuesday Lake,1984,192,7/10/84,TMULT,ROT,Trichocerca multicrinis,574,0.15,0.05,NA,0.059666667,8120.438874,136096.7409,0.006804837
T,Tuesday Lake,1984,192,7/10/84,TROP,OCOP,Tropocyclops prasinus mexicanus,931,0.53,1.548,NA,0.162086916,13170.95573,81258.59928,0.125788312
L,Paul Lake,1984,197,7/15/84,ASPLG,PROT,Asplanchna sp.,20,0.62,5.482,NA,0.136313053,282.9421211,2075.678848,0.011378871
L,Paul Lake,1984,197,7/15/84,CCOL,ROT,colonial Conochilus sp.,458,0.17,2.13,NA,0.2166,6479.374572,29914.01003,0.063716841
L,Paul Lake,1984,197,7/15/84,COPD,OCOP,Copepodite,376,0.5,1.334,NA,0.195779392,5319.311876,27169.9275,0.036244683
L,Paul Lake,1984,197,7/15/84,DPUL,CLAD,Daphnia pulex,337,0.94,5.907,NA,0.143798337,4767.57474,33154.58896,0.195844157
L,Paul Lake,1984,197,7/15/84,EPSH,CCOP,Epischura lacustris,3,1.82,13.444,0.137,0.255047885,42.44131816,166.4052935,0.002237153
L,Paul Lake,1984,197,7/15/84,FIL,ROT,Filinia longispina,594,0.14,0.036,NA,0.143798337,8403.380995,58438.65235,0.002103791
L,Paul Lake,1984,197,7/15/84,MSBR,ROT,Gastropus hyptopus,495,0.13,0.044,NA,0.143798337,7002.817496,48698.87696,0.002142751
L,Paul Lake,1984,197,7/15/84,GSTYL,ROT,Gastropus stylifer,40,0.11,0.027,NA,0.143798337,565.8842421,3935.262785,0.000106252
L,Paul Lake,1984,197,7/15/84,HGIB,CLAD,Holopedium gibberum,535,1.24,15.49,NA,0.181128487,7568.701738,41786.36861,0.64727085
L,Paul Lake,1984,197,7/15/84,KBOST,ROT,Kellicotia bostoniensis,20,0.14,0.008,NA,0.143798337,282.9421211,1967.631392,1.57E-05
L,Paul Lake,1984,197,7/15/84,KCOCH,ROT,Keratella cochlearis,178,0.11,0.003,NA,0.143798337,2518.184877,17511.91939,5.25E-05
L,Paul Lake,1984,197,7/15/84,KTEST,ROT,Keratella testudo,79,0.11,0.003,NA,0.143798337,1117.621378,7772.143999,2.33E-05
L,Paul Lake,1984,197,7/15/84,MESO,CCOP,Mesocyclops edax,40,1.46,23.614,NA,0.169252581,565.8842421,3343.430497,0.078951768
L,Paul Lake,1984,197,7/15/84,NAUP,OCOP,Nauplii,792,0.2,0.944,NA,0.184969965,11204.50799,60574.74237,0.057182557
L,Paul Lake,1984,197,7/15/84,ORTH,OCOP,Orthocyclops modestus,178,0.83,4.865,NA,0.19556779,2518.184877,12876.27622,0.062643084
L,Paul Lake,1984,197,7/15/84,PVULG,ROT,Polyarthra vulgaris,317,0.12,0.048,NA,0.143798337,4484.632619,31186.95757,0.001496974
L,Paul Lake,1984,197,7/15/84,TCYL,ROT,Trichocerca cylindrica,257,0.34,0.056,NA,0.143798337,3635.806256,25284.06339,0.001415908
R,Peter Lake,1984,198,7/16/84,CCOL,ROT,colonial Conochilus sp.,26,0.19,2.33,NA,0.142,367.8247574,2590.315193,0.006035434
R,Peter Lake,1984,198,7/16/84,COPD,OCOP,Copepodite,1030,0.51,1.403,NA,0.172107014,14571.51923,84665.45829,0.118785638
R,Peter Lake,1984,198,7/16/84,DT-CYV,OCOP,Cyclops varicans rubellus,119,0.81,4.571,NA,0.239530296,1683.50562,7028.361962,0.032126643
R,Peter Lake,1984,198,7/16/84,DPUL,CLAD,Daphnia pulex,138,1.39,17.119,NA,0.177230056,1952.300635,11015.62949,0.188576561
R,Peter Lake,1984,198,7/16/84,FDIAPT,OCOP,Diaptomus oregonensis,495,0.83,2.274,NA,0.168478539,7002.817496,41565.04159,0.094518905
R,Peter Lake,1984,198,7/16/84,EPSH,CCOP,Epischura lacustris,2,1.81,13.277,NA,0.092263018,28.29421211,306.6690503,0.004071645
R,Peter Lake,1984,198,7/16/84,FIL,ROT,Filinia longispina,1901,0.15,0.044,NA,0.177230056,26893.64861,151744.2875,0.006676749
R,Peter Lake,1984,198,7/16/84,GSTYL,ROT,Gastropus stylifer,1029,0.11,0.027,NA,0.177230056,14557.37213,82138.2808,0.002217734
R,Peter Lake,1984,198,7/16/84,HGIB,CLAD,Holopedium gibberum,60,1.27,16.288,NA,0.157585475,848.8263632,5386.450503,0.087734506
R,Peter Lake,1984,198,7/16/84,KBOST,ROT,Kellicotia bostoniensis,1703,0.14,0.008,NA,0.177230056,24092.52161,135939.2538,0.001087514
R,Peter Lake,1984,198,7/16/84,KCOCH,ROT,Keratella cochlearis,1030,0.1,0.002,NA,0.177230056,14571.51923,82218.1042,0.000164436
R,Peter Lake,1984,198,7/16/84,KTEST,ROT,Keratella testudo,99,0.12,0.003,NA,0.177230056,1400.563499,7902.516812,2.37E-05
R,Peter Lake,1984,198,7/16/84,MESO,CCOP,Mesocyclops edax,1,1.39,19.431,NA,0.231808059,14.14710605,61.02939694,0.001185862
R,Peter Lake,1984,198,7/16/84,NAUP,OCOP,Nauplii,752,0.23,1.008,NA,0.143749886,10638.62375,74007.87621,0.074599939
R,Peter Lake,1984,198,7/16/84,ORTH,OCOP,Orthocyclops modestus,79,0.92,6.327,NA,0.239530296,1117.621378,4665.887353,0.029521069
R,Peter Lake,1984,198,7/16/84,PVULG,ROT,Polyarthra vulgaris,1841,0.11,0.037,NA,0.177230056,26044.82224,146954.8833,0.005437331
R,Peter Lake,1984,198,7/16/84,FDIAPT,OCOP,Skistodiaptomus sp.,2,1.08,4.126,NA,0.168478539,28.29421211,167.939562,0.000692919
R,Peter Lake,1984,198,7/16/84,SYNCH,ROT,Synchaeta sp.,158,0.2,0.096,NA,0.177230056,2235.242756,12612.09754,0.001210761
T,Tuesday Lake,1984,199,7/17/84,BOS,CLAD,Bosmina longirostris,2178,0.22,0.327,NA,0.082763797,30812.39698,372293.1792,0.12173987
T,Tuesday Lake,1984,199,7/17/84,COPD,OCOP,Copepodite,634,0.34,0.498,NA,0.259137024,8969.265237,34612.05617,0.017236804
T,Tuesday Lake,1984,199,7/17/84,DPUL,CLAD,Daphnia pulex,11,1.64,26.845,NA,0.132,155.6181666,1178.925504,0.031648255
T,Tuesday Lake,1984,199,7/17/84,DIAPH,CLAD,Diaphanosoma birgei,99,0.44,0.416,NA,0.098631987,1400.563499,14199.89129,0.005907155
T,Tuesday Lake,1984,199,7/17/84,MSBR,ROT,Gastropus hyptopus,218,0.12,0.035,NA,0.202,3084.069119,15267.66891,0.000534368
T,Tuesday Lake,1984,199,7/17/84,GSTYL,ROT,Gastropus stylifer,158,0.11,0.027,NA,0.202,2235.242756,11065.5582,0.00029877
T,Tuesday Lake,1984,199,7/17/84,HGIB,CLAD,Holopedium gibberum,3,1.36,18.807,NA,0.107,42.44131816,396.6478333,0.007459756
T,Tuesday Lake,1984,199,7/17/84,KBOST,ROT,Kellicotia bostoniensis,752,0.12,0.005,NA,0.103333333,10638.62375,102954.4234,0.000514772
T,Tuesday Lake,1984,199,7/17/84,KCOCH,ROT,Keratella cochlearis,832,0.1,0.002,NA,0.157,11770.39224,74970.65118,0.000149941
T,Tuesday Lake,1984,199,7/17/84,FDIAPT,OCOP,Leptodiaptomus sp.,8,0.74,1.753,NA,0.110109899,113.1768484,1027.853535,0.001801827
T,Tuesday Lake,1984,199,7/17/84,NAUP,OCOP,Nauplii,1802,0.17,0.875,NA,0.119847113,25493.08511,212713.3847,0.186124212
T,Tuesday Lake,1984,199,7/17/84,GPLOES,ROT,Ploesoma sp.,554,0.11,0.02,NA,0.2115,7837.496753,37056.72224,0.000741134
